"Season","Name","LastName","FirstName","Number","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftOverall","GP","G","A","P","PlusMinus","PIM"
20132014,"Nikolay Kulemin","Kulemin","Nikolay",86,"TOR","L","L","1986-07-14","Magnitogorsk","RUS",NA,"RUS",73,225,2006,2,44,70,9,11,20,-4,24
20142015,"Nikolay Kulemin","Kulemin","Nikolay",86,"NYI","L","L","1986-07-14","Magnitogorsk","RUS",NA,"RUS",73,225,2006,2,44,82,15,16,31,7,21
20152016,"Nikolay Kulemin","Kulemin","Nikolay",86,"NYI","L","L","1986-07-14","Magnitogorsk","RUS",NA,"RUS",73,225,2006,2,44,81,9,13,22,13,22
20032004,"Mikhail Kuleshov","Kuleshov","Mikhail",43,"COL","L","R","1981-01-07","Perm","RUS",NA,"RUS",75,220,1999,1,25,3,0,0,0,-1,0
20092010,"Dmitry Kulikov","Kulikov","Dmitry",77,"FLA","D","L","1990-10-29","Lipetsk","RUS",NA,"RUS",73,204,2009,1,14,68,3,13,16,-5,32
20102011,"Dmitry Kulikov","Kulikov","Dmitry",77,"FLA","D","L","1990-10-29","Lipetsk","RUS",NA,"RUS",73,204,2009,1,14,72,6,20,26,-5,45
20112012,"Dmitry Kulikov","Kulikov","Dmitry",77,"FLA","D","L","1990-10-29","Lipetsk","RUS",NA,"RUS",73,204,2009,1,14,58,4,24,28,-5,36
20122013,"Dmitry Kulikov","Kulikov","Dmitry",77,"FLA","D","L","1990-10-29","Lipetsk","RUS",NA,"RUS",73,204,2009,1,14,34,3,7,10,-5,22
20132014,"Dmitry Kulikov","Kulikov","Dmitry",77,"FLA","D","L","1990-10-29","Lipetsk","RUS",NA,"RUS",73,204,2009,1,14,81,8,11,19,-26,66
20142015,"Dmitry Kulikov","Kulikov","Dmitry",77,"FLA","D","L","1990-10-29","Lipetsk","RUS",NA,"RUS",73,204,2009,1,14,73,3,19,22,0,48
20152016,"Dmitry Kulikov","Kulikov","Dmitry",77,"FLA","D","L","1990-10-29","Lipetsk","RUS",NA,"RUS",73,204,2009,1,14,74,1,16,17,8,51
20022003,"Jarno Kultanen","Kultanen","Jarno",64,"BOS","D","L","1973-01-08","Luumaki","FIN",NA,"FIN",74,198,2000,6,174,2,0,0,0,1,0
20112012,"Tomas Kundratek","Kundratek","Tomas",36,"WSH","D","R","1989-12-26","Prerov","CZE",NA,"CZE",74,201,2008,3,90,5,0,0,0,0,2
20122013,"Tomas Kundratek","Kundratek","Tomas",36,"WSH","D","R","1989-12-26","Prerov","CZE",NA,"CZE",74,201,2008,3,90,25,1,6,7,-5,8
20032004,"Chris Kunitz","Kunitz","Chris",14,"ANA","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,21,0,6,6,1,12
20052006,"Chris Kunitz","Kunitz","Chris",14,"ATL, ANA","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,69,19,22,41,16,71
20062007,"Chris Kunitz","Kunitz","Chris",14,"ANA","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,81,25,35,60,23,81
20072008,"Chris Kunitz","Kunitz","Chris",14,"ANA","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,82,21,29,50,8,80
20082009,"Chris Kunitz","Kunitz","Chris",14,"ANA, PIT","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,82,23,30,53,12,71
20092010,"Chris Kunitz","Kunitz","Chris",14,"PIT","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,50,13,19,32,3,39
20102011,"Chris Kunitz","Kunitz","Chris",14,"PIT","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,66,23,25,48,18,47
20112012,"Chris Kunitz","Kunitz","Chris",14,"PIT","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,82,26,35,61,16,49
20122013,"Chris Kunitz","Kunitz","Chris",14,"PIT","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,48,22,30,52,30,39
20132014,"Chris Kunitz","Kunitz","Chris",14,"PIT","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,78,35,33,68,25,66
20142015,"Chris Kunitz","Kunitz","Chris",14,"PIT","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,74,17,23,40,2,56
20152016,"Chris Kunitz","Kunitz","Chris",14,"PIT","L","L","1979-09-26","Regina","CAN","SK","CAN",72,195,NA,NA,NA,80,17,23,40,29,41
20132014,"Cody Kunyk","Kunyk","Cody",28,"TBL","R","L","1990-05-20","SherwoodPark","CAN","AB","CAN",71,195,NA,NA,NA,1,0,0,0,0,0
20022003,"Tomas Kurka","Kurka","Tomas",37,"CAR","L","L","1981-12-14","Most","CZE",NA,"CZE",71,190,2000,2,32,14,3,2,5,1,2
20032004,"Tomas Kurka","Kurka","Tomas",37,"CAR","L","L","1981-12-14","Most","CZE",NA,"CZE",71,190,2000,2,32,3,0,0,0,0,0
20022003,"Zdenek Kutlak","Kutlak","Zdenek",41,"BOS","D","L","1980-02-13","Budejovice","CZE",NA,"CZE",75,210,2000,8,237,4,1,0,1,0,0
20032004,"Zdenek Kutlak","Kutlak","Zdenek",41,"BOS","D","L","1980-02-13","Budejovice","CZE",NA,"CZE",75,210,2000,8,237,2,0,0,0,-1,0
20132014,"Evgeny Kuznetsov","Kuznetsov","Evgeny",92,"WSH","C","L","1992-05-19","Chelyabinsk","RUS",NA,"RUS",72,192,2010,1,26,17,3,6,9,-2,6
20142015,"Evgeny Kuznetsov","Kuznetsov","Evgeny",92,"WSH","C","L","1992-05-19","Chelyabinsk","RUS",NA,"RUS",72,192,2010,1,26,80,11,26,37,10,24
20152016,"Evgeny Kuznetsov","Kuznetsov","Evgeny",92,"WSH","C","L","1992-05-19","Chelyabinsk","RUS",NA,"RUS",72,192,2010,1,26,82,20,57,77,27,32
20022003,"Maxim Kuznetsov","Kuznetsov","Maxim",6,"DET, LAK","D","L","1977-03-24","Pavlodar","RUS",NA,"RUS",77,230,1995,1,26,56,0,3,3,1,54
20032004,"Maxim Kuznetsov","Kuznetsov","Maxim",6,"LAK","D","L","1977-03-24","Pavlodar","RUS",NA,"RUS",77,230,1995,1,26,16,0,1,1,-5,20
20022003,"Oleg Kvasha","Kvasha","Oleg",11,"NYI","C","R","1978-07-26","Moscow","RUS",NA,"RUS",77,230,1996,3,65,69,12,14,26,4,44
20032004,"Oleg Kvasha","Kvasha","Oleg",11,"NYI","C","R","1978-07-26","Moscow","RUS",NA,"RUS",77,230,1996,3,65,81,15,36,51,4,48
20052006,"Oleg Kvasha","Kvasha","Oleg",11,"NYI, PHX","C","R","1978-07-26","Moscow","RUS",NA,"RUS",77,230,1996,3,65,64,13,19,32,3,38
20022003,"Joel Kwiatkowski","Kwiatkowski","Joel",3,"OTT, WSH","D","L","1977-03-22","Kindersley","CAN","SK","CAN",72,205,1996,8,194,54,0,5,5,3,18
20032004,"Joel Kwiatkowski","Kwiatkowski","Joel",3,"WSH","D","L","1977-03-22","Kindersley","CAN","SK","CAN",72,205,1996,8,194,80,6,6,12,-28,89
20052006,"Joel Kwiatkowski","Kwiatkowski","Joel",3,"FLA","D","L","1977-03-22","Kindersley","CAN","SK","CAN",72,205,1996,8,194,73,4,8,12,3,86
20062007,"Joel Kwiatkowski","Kwiatkowski","Joel",3,"FLA, PIT","D","L","1977-03-22","Kindersley","CAN","SK","CAN",72,205,1996,8,194,42,5,5,10,-6,20
20072008,"Joel Kwiatkowski","Kwiatkowski","Joel",3,"ATL","D","L","1977-03-22","Kindersley","CAN","SK","CAN",72,205,1996,8,194,18,0,5,5,-5,20
20152016,"Oliver Kylington","Kylington","Oliver",58,"CGY","D","L","1997-05-19","Stockholm","SWE",NA,"SWE",72,183,2015,2,60,1,0,0,0,0,0
20112012,"Milan Kytnar","Kytnar","Milan",64,"EDM","C","L","1989-05-19","Topolcany","SVK",NA,"SVK",72,190,2007,5,127,1,0,0,0,0,0
20092010,"Teemu Laakso","Laakso","Teemu",2,"NSH","D","R","1987-08-27","Tuusula","FIN",NA,"FIN",73,215,2005,3,78,7,0,0,0,-2,2
20102011,"Teemu Laakso","Laakso","Teemu",2,"NSH","D","R","1987-08-27","Tuusula","FIN",NA,"FIN",73,215,2005,3,78,1,0,0,0,0,0
20112012,"Teemu Laakso","Laakso","Teemu",2,"NSH","D","R","1987-08-27","Tuusula","FIN",NA,"FIN",73,215,2005,3,78,9,0,0,0,-1,8
20022003,"Antti Laaksonen","Laaksonen","Antti",24,"MIN","L","L","1973-10-03","Tammela","FIN",NA,"FIN",72,180,1997,8,191,82,15,16,31,4,26
20032004,"Antti Laaksonen","Laaksonen","Antti",24,"MIN","L","L","1973-10-03","Tammela","FIN",NA,"FIN",72,180,1997,8,191,77,12,14,26,0,20
20052006,"Antti Laaksonen","Laaksonen","Antti",24,"COL","L","L","1973-10-03","Tammela","FIN",NA,"FIN",72,180,1997,8,191,81,16,18,34,-2,40
20062007,"Antti Laaksonen","Laaksonen","Antti",24,"COL","L","L","1973-10-03","Tammela","FIN",NA,"FIN",72,180,1997,8,191,41,3,1,4,-3,16
20112012,"Pierre-Cedric Labrie","Labrie","Pierre-Cedric",26,"TBL","L","L","1986-12-06","BaieComeau","CAN","QC","CAN",75,226,NA,NA,NA,14,0,2,2,-2,15
20122013,"Pierre-Cedric Labrie","Labrie","Pierre-Cedric",26,"TBL","L","L","1986-12-06","BaieComeau","CAN","QC","CAN",75,226,NA,NA,NA,19,2,1,3,2,30
20132014,"Pierre-Cedric Labrie","Labrie","Pierre-Cedric",26,"TBL","L","L","1986-12-06","BaieComeau","CAN","QC","CAN",75,226,NA,NA,NA,13,0,0,0,-4,20
20022003,"Scott Lachance","Lachance","Scott",7,"CBJ","D","L","1972-10-22","Charlottesville","USA","VA","USA",73,215,1991,1,4,61,0,1,1,-20,46
20032004,"Scott Lachance","Lachance","Scott",7,"CBJ","D","L","1972-10-22","Charlottesville","USA","VA","USA",73,215,1991,1,4,77,0,4,4,-23,44
20022003,"Dan Lacouture","Lacouture","Dan",20,"PIT, NYR","L","L","1977-04-18","Hyannis","USA","MA","USA",74,215,1996,2,29,68,3,6,9,-4,72
20032004,"Dan Lacouture","Lacouture","Dan",20,"NYR","L","L","1977-04-18","Hyannis","USA","MA","USA",74,215,1996,2,29,59,5,2,7,-13,82
20052006,"Dan Lacouture","Lacouture","Dan",20,"BOS","L","L","1977-04-18","Hyannis","USA","MA","USA",74,215,1996,2,29,55,2,2,4,-6,53
20062007,"Dan Lacouture","Lacouture","Dan",20,"NJD","L","L","1977-04-18","Hyannis","USA","MA","USA",74,215,1996,2,29,6,0,0,0,0,7
20082009,"Dan Lacouture","Lacouture","Dan",20,"CAR","L","L","1977-04-18","Hyannis","USA","MA","USA",74,215,1996,2,29,11,2,0,2,-1,10
20052006,"Andrew Ladd","Ladd","Andrew",16,"CAR","L","L","1985-12-12","MapleRidge","CAN","BC","CAN",75,200,2004,1,4,29,6,5,11,0,4
20062007,"Andrew Ladd","Ladd","Andrew",16,"CAR","L","L","1985-12-12","MapleRidge","CAN","BC","CAN",75,200,2004,1,4,65,11,10,21,1,46
20072008,"Andrew Ladd","Ladd","Andrew",16,"CAR, CHI","L","L","1985-12-12","MapleRidge","CAN","BC","CAN",75,200,2004,1,4,63,14,16,30,13,35
20082009,"Andrew Ladd","Ladd","Andrew",16,"CHI","L","L","1985-12-12","MapleRidge","CAN","BC","CAN",75,200,2004,1,4,82,15,34,49,26,28
20092010,"Andrew Ladd","Ladd","Andrew",16,"CHI","L","L","1985-12-12","MapleRidge","CAN","BC","CAN",75,200,2004,1,4,82,17,21,38,2,67
20102011,"Andrew Ladd","Ladd","Andrew",16,"ATL","L","L","1985-12-12","MapleRidge","CAN","BC","CAN",75,200,2004,1,4,81,29,30,59,-10,39
20112012,"Andrew Ladd","Ladd","Andrew",16,"WPG","L","L","1985-12-12","MapleRidge","CAN","BC","CAN",75,200,2004,1,4,82,28,22,50,-8,64
20122013,"Andrew Ladd","Ladd","Andrew",16,"WPG","L","L","1985-12-12","MapleRidge","CAN","BC","CAN",75,200,2004,1,4,48,18,28,46,10,22
20132014,"Andrew Ladd","Ladd","Andrew",16,"WPG","L","L","1985-12-12","MapleRidge","CAN","BC","CAN",75,200,2004,1,4,78,23,31,54,8,57
20142015,"Andrew Ladd","Ladd","Andrew",16,"WPG","L","L","1985-12-12","MapleRidge","CAN","BC","CAN",75,200,2004,1,4,81,24,38,62,9,72
20152016,"Andrew Ladd","Ladd","Andrew",16,"WPG, CHI","L","L","1985-12-12","MapleRidge","CAN","BC","CAN",75,200,2004,1,4,78,25,21,46,-13,45
20022003,"Christian Laflamme","Laflamme","Christian",46,"STL","D","R","1976-11-24","StCharles","CAN","QC","CAN",73,208,1995,2,45,47,0,9,9,1,45
20032004,"Christian Laflamme","Laflamme","Christian",46,"STL","D","R","1976-11-24","StCharles","CAN","QC","CAN",73,208,1995,2,45,16,0,1,1,-3,20
20032004,"Brooks Laich","Laich","Brooks",23,"OTT, WSH","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,5,0,1,1,-1,2
20052006,"Brooks Laich","Laich","Brooks",23,"WSH","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,73,7,14,21,-9,26
20062007,"Brooks Laich","Laich","Brooks",23,"WSH","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,73,8,10,18,-2,29
20072008,"Brooks Laich","Laich","Brooks",23,"WSH","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,82,21,16,37,-3,35
20082009,"Brooks Laich","Laich","Brooks",23,"WSH","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,82,23,30,53,-1,31
20092010,"Brooks Laich","Laich","Brooks",23,"WSH","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,78,25,34,59,16,34
20102011,"Brooks Laich","Laich","Brooks",23,"WSH","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,82,16,32,48,14,46
20112012,"Brooks Laich","Laich","Brooks",23,"WSH","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,82,16,25,41,-8,34
20122013,"Brooks Laich","Laich","Brooks",23,"WSH","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,9,1,3,4,2,6
20132014,"Brooks Laich","Laich","Brooks",23,"WSH","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,51,8,7,15,-7,16
20142015,"Brooks Laich","Laich","Brooks",23,"WSH","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,66,7,13,20,-2,24
20152016,"Brooks Laich","Laich","Brooks",23,"WSH, TOR","C","L","1983-06-23","Wawota","CAN","SK","CAN",74,200,2001,6,193,81,2,12,14,-13,18
20132014,"Kellan Lain","Lain","Kellan",NA,"VAN","L","L","1989-08-11","Oakville","CAN","ON","CAN",78,210,NA,NA,NA,9,1,0,1,1,21
20032004,"Quintin Laing","Laing","Quintin",53,"CHI","L","L","1979-06-08","Harris","CAN","SK","CAN",75,193,1997,4,102,3,0,1,1,1,0
20072008,"Quintin Laing","Laing","Quintin",53,"WSH","L","L","1979-06-08","Harris","CAN","SK","CAN",75,193,1997,4,102,39,1,5,6,4,10
20082009,"Quintin Laing","Laing","Quintin",53,"WSH","L","L","1979-06-08","Harris","CAN","SK","CAN",75,193,1997,4,102,1,0,0,0,1,0
20092010,"Quintin Laing","Laing","Quintin",53,"WSH","L","L","1979-06-08","Harris","CAN","SK","CAN",75,193,1997,4,102,36,2,2,4,2,21
20092010,"David Laliberte","Laliberte","David",9,"PHI","R","R","1986-03-17","StJeanSurRichelie","CAN","QC","CAN",73,194,2004,4,124,11,2,1,3,1,6
20122013,"Shawn Lalonde","Lalonde","Shawn",42,"CHI","D","R","1990-03-10","Ottawa","CAN","ON","CAN",73,204,2008,3,68,1,0,0,0,1,0
20032004,"Bryce Lampman","Lampman","Bryce",33,"NYR","D","L","1982-08-31","Rochester","USA","MN","USA",73,205,2001,4,113,8,0,0,0,-4,0
20052006,"Bryce Lampman","Lampman","Bryce",33,"NYR","D","L","1982-08-31","Rochester","USA","MN","USA",73,205,2001,4,113,1,0,0,0,-1,2
20062007,"Bryce Lampman","Lampman","Bryce",33,"NYR","D","L","1982-08-31","Rochester","USA","MN","USA",73,205,2001,4,113,1,0,0,0,0,0
20112012,"Anton Lander","Lander","Anton",51,"EDM","C","L","1991-04-24","Sundsvall","SWE",NA,"SWE",72,184,2009,2,40,56,2,4,6,-8,12
20122013,"Anton Lander","Lander","Anton",51,"EDM","C","L","1991-04-24","Sundsvall","SWE",NA,"SWE",72,184,2009,2,40,11,0,1,1,-4,2
20132014,"Anton Lander","Lander","Anton",51,"EDM","C","L","1991-04-24","Sundsvall","SWE",NA,"SWE",72,184,2009,2,40,27,0,1,1,-10,4
20142015,"Anton Lander","Lander","Anton",51,"EDM","C","L","1991-04-24","Sundsvall","SWE",NA,"SWE",72,184,2009,2,40,38,6,14,20,-12,14
20152016,"Anton Lander","Lander","Anton",51,"EDM","C","L","1991-04-24","Sundsvall","SWE",NA,"SWE",72,184,2009,2,40,61,1,2,3,-9,18
20112012,"Gabriel Landeskog","Landeskog","Gabriel",92,"COL","L","L","1992-11-23","Stockholm","SWE",NA,"SWE",73,215,2011,1,2,82,22,30,52,20,51
20122013,"Gabriel Landeskog","Landeskog","Gabriel",92,"COL","L","L","1992-11-23","Stockholm","SWE",NA,"SWE",73,215,2011,1,2,36,9,8,17,-4,22
20132014,"Gabriel Landeskog","Landeskog","Gabriel",92,"COL","L","L","1992-11-23","Stockholm","SWE",NA,"SWE",73,215,2011,1,2,81,26,39,65,21,71
20142015,"Gabriel Landeskog","Landeskog","Gabriel",92,"COL","L","L","1992-11-23","Stockholm","SWE",NA,"SWE",73,215,2011,1,2,82,23,36,59,-2,79
20152016,"Gabriel Landeskog","Landeskog","Gabriel",92,"COL","L","L","1992-11-23","Stockholm","SWE",NA,"SWE",73,215,2011,1,2,75,20,33,53,-5,69
20022003,"Robert Lang","Lang","Robert",20,"WSH","C","R","1970-12-19","Teplice","CZE",NA,"CZE",75,217,1990,7,133,82,22,47,69,12,22
20032004,"Robert Lang","Lang","Robert",20,"WSH, DET","C","R","1970-12-19","Teplice","CZE",NA,"CZE",75,217,1990,7,133,69,30,49,79,4,24
20052006,"Robert Lang","Lang","Robert",20,"DET","C","R","1970-12-19","Teplice","CZE",NA,"CZE",75,217,1990,7,133,72,20,42,62,17,72
20062007,"Robert Lang","Lang","Robert",20,"DET","C","R","1970-12-19","Teplice","CZE",NA,"CZE",75,217,1990,7,133,81,19,33,52,12,66
20072008,"Robert Lang","Lang","Robert",20,"CHI","C","R","1970-12-19","Teplice","CZE",NA,"CZE",75,217,1990,7,133,76,21,33,54,9,50
20082009,"Robert Lang","Lang","Robert",20,"MTL","C","R","1970-12-19","Teplice","CZE",NA,"CZE",75,217,1990,7,133,50,18,21,39,6,36
20092010,"Robert Lang","Lang","Robert",20,"PHX","C","R","1970-12-19","Teplice","CZE",NA,"CZE",75,217,1990,7,133,64,9,20,29,-4,28
20022003,"Darren Langdon","Langdon","Darren",17,"CAR, VAN","L","L","1971-01-08","DeerLake","CAN","NL","CAN",73,205,NA,NA,NA,54,0,1,1,-2,159
20032004,"Darren Langdon","Langdon","Darren",17,"MTL","L","L","1971-01-08","DeerLake","CAN","NL","CAN",73,205,NA,NA,NA,64,0,3,3,-2,135
20052006,"Darren Langdon","Langdon","Darren",17,"NJD","L","L","1971-01-08","DeerLake","CAN","NL","CAN",73,205,NA,NA,NA,14,0,1,1,-3,22
20022003,"Jamie Langenbrunner","Langenbrunner","Jamie",15,"NJD","R","R","1975-07-24","Cloquet","USA","MN","USA",73,205,1993,2,35,78,22,33,55,17,65
20032004,"Jamie Langenbrunner","Langenbrunner","Jamie",15,"NJD","R","R","1975-07-24","Cloquet","USA","MN","USA",73,205,1993,2,35,53,10,16,26,9,43
20052006,"Jamie Langenbrunner","Langenbrunner","Jamie",15,"NJD","R","R","1975-07-24","Cloquet","USA","MN","USA",73,205,1993,2,35,80,19,34,53,-1,74
20062007,"Jamie Langenbrunner","Langenbrunner","Jamie",15,"NJD","R","R","1975-07-24","Cloquet","USA","MN","USA",73,205,1993,2,35,82,23,37,60,-9,64
20072008,"Jamie Langenbrunner","Langenbrunner","Jamie",15,"NJD","R","R","1975-07-24","Cloquet","USA","MN","USA",73,205,1993,2,35,64,13,28,41,-1,30
20082009,"Jamie Langenbrunner","Langenbrunner","Jamie",15,"NJD","R","R","1975-07-24","Cloquet","USA","MN","USA",73,205,1993,2,35,81,29,40,69,25,56
20092010,"Jamie Langenbrunner","Langenbrunner","Jamie",15,"NJD","R","R","1975-07-24","Cloquet","USA","MN","USA",73,205,1993,2,35,81,19,42,61,6,44
20102011,"Jamie Langenbrunner","Langenbrunner","Jamie",15,"NJD, DAL","R","R","1975-07-24","Cloquet","USA","MN","USA",73,205,1993,2,35,70,9,23,32,-18,45
20112012,"Jamie Langenbrunner","Langenbrunner","Jamie",15,"STL","R","R","1975-07-24","Cloquet","USA","MN","USA",73,205,1993,2,35,70,6,18,24,7,32
20122013,"Jamie Langenbrunner","Langenbrunner","Jamie",15,"STL","R","R","1975-07-24","Cloquet","USA","MN","USA",73,205,1993,2,35,4,0,1,1,1,0
20022003,"Josh Langfeld","Langfeld","Josh",15,"OTT","R","R","1977-07-17","Fridley","USA","MN","USA",75,215,1997,3,66,12,0,1,1,2,4
20032004,"Josh Langfeld","Langfeld","Josh",15,"OTT","R","R","1977-07-17","Fridley","USA","MN","USA",75,215,1997,3,66,38,7,10,17,6,16
20052006,"Josh Langfeld","Langfeld","Josh",15,"SJS, BOS","R","R","1977-07-17","Fridley","USA","MN","USA",75,215,1997,3,66,57,2,10,12,-2,26
20062007,"Josh Langfeld","Langfeld","Josh",15,"DET","R","R","1977-07-17","Fridley","USA","MN","USA",75,215,1997,3,66,33,0,2,2,2,12
20072008,"Josh Langfeld","Langfeld","Josh",15,"NSH","R","R","1977-07-17","Fridley","USA","MN","USA",75,215,1997,3,66,2,0,0,0,0,0
20022003,"Daymond Langkow","Langkow","Daymond",22,"PHX","C","L","1976-09-27","Edmonton","CAN","AB","CAN",70,181,1995,1,5,82,20,32,52,20,56
20032004,"Daymond Langkow","Langkow","Daymond",22,"PHX","C","L","1976-09-27","Edmonton","CAN","AB","CAN",70,181,1995,1,5,81,21,31,52,4,40
20052006,"Daymond Langkow","Langkow","Daymond",22,"CGY","C","L","1976-09-27","Edmonton","CAN","AB","CAN",70,181,1995,1,5,82,25,34,59,2,46
20062007,"Daymond Langkow","Langkow","Daymond",22,"CGY","C","L","1976-09-27","Edmonton","CAN","AB","CAN",70,181,1995,1,5,81,33,44,77,23,44
20072008,"Daymond Langkow","Langkow","Daymond",22,"CGY","C","L","1976-09-27","Edmonton","CAN","AB","CAN",70,181,1995,1,5,80,30,35,65,16,19
20082009,"Daymond Langkow","Langkow","Daymond",22,"CGY","C","L","1976-09-27","Edmonton","CAN","AB","CAN",70,181,1995,1,5,73,21,28,49,1,20
20092010,"Daymond Langkow","Langkow","Daymond",22,"CGY","C","L","1976-09-27","Edmonton","CAN","AB","CAN",70,181,1995,1,5,72,14,23,37,2,30
20102011,"Daymond Langkow","Langkow","Daymond",22,"CGY","C","L","1976-09-27","Edmonton","CAN","AB","CAN",70,181,1995,1,5,4,0,1,1,3,0
20112012,"Daymond Langkow","Langkow","Daymond",22,"PHX","C","L","1976-09-27","Edmonton","CAN","AB","CAN",70,181,1995,1,5,73,11,19,30,-4,14
20022003,"Ian Laperriere","Laperriere","Ian",14,"LAK","R","R","1974-01-19","Montreal","CAN","QC","CAN",73,200,1992,7,158,73,7,12,19,-9,122
20032004,"Ian Laperriere","Laperriere","Ian",14,"LAK","R","R","1974-01-19","Montreal","CAN","QC","CAN",73,200,1992,7,158,62,10,12,22,-4,58
20052006,"Ian Laperriere","Laperriere","Ian",14,"COL","R","R","1974-01-19","Montreal","CAN","QC","CAN",73,200,1992,7,158,82,21,24,45,3,116
20062007,"Ian Laperriere","Laperriere","Ian",14,"COL","R","R","1974-01-19","Montreal","CAN","QC","CAN",73,200,1992,7,158,81,8,21,29,5,133
20072008,"Ian Laperriere","Laperriere","Ian",14,"COL","R","R","1974-01-19","Montreal","CAN","QC","CAN",73,200,1992,7,158,70,4,15,19,-5,140
20082009,"Ian Laperriere","Laperriere","Ian",14,"COL","R","R","1974-01-19","Montreal","CAN","QC","CAN",73,200,1992,7,158,74,7,12,19,0,163
20092010,"Ian Laperriere","Laperriere","Ian",14,"PHI","R","R","1974-01-19","Montreal","CAN","QC","CAN",73,200,1992,7,158,82,3,17,20,-1,162
20052006,"Maxim Lapierre","Lapierre","Maxim",40,"MTL","C","R","1985-03-29","SaintL√onard","CAN","QC","CAN",74,215,2003,2,61,1,0,0,0,-1,0
20062007,"Maxim Lapierre","Lapierre","Maxim",40,"MTL","C","R","1985-03-29","SaintL√onard","CAN","QC","CAN",74,215,2003,2,61,46,6,6,12,-7,24
20072008,"Maxim Lapierre","Lapierre","Maxim",40,"MTL","C","R","1985-03-29","SaintL√onard","CAN","QC","CAN",74,215,2003,2,61,53,7,11,18,5,60
20082009,"Maxim Lapierre","Lapierre","Maxim",40,"MTL","C","R","1985-03-29","SaintL√onard","CAN","QC","CAN",74,215,2003,2,61,79,15,13,28,9,76
20092010,"Maxim Lapierre","Lapierre","Maxim",40,"MTL","C","R","1985-03-29","SaintL√onard","CAN","QC","CAN",74,215,2003,2,61,76,7,7,14,-14,61
20102011,"Maxim Lapierre","Lapierre","Maxim",40,"MTL, ANA, VAN","C","R","1985-03-29","SaintL√onard","CAN","QC","CAN",74,215,2003,2,61,78,6,6,12,-14,80
20112012,"Maxim Lapierre","Lapierre","Maxim",40,"VAN","C","R","1985-03-29","SaintL√onard","CAN","QC","CAN",74,215,2003,2,61,82,9,10,19,-3,130
20122013,"Maxim Lapierre","Lapierre","Maxim",40,"VAN","C","R","1985-03-29","SaintL√onard","CAN","QC","CAN",74,215,2003,2,61,48,4,6,10,-6,45
20132014,"Maxim Lapierre","Lapierre","Maxim",40,"STL","C","R","1985-03-29","SaintL√onard","CAN","QC","CAN",74,215,2003,2,61,71,9,6,15,-3,78
20142015,"Maxim Lapierre","Lapierre","Maxim",40,"STL, PIT","C","R","1985-03-29","SaintL√onard","CAN","QC","CAN",74,215,2003,2,61,80,2,9,11,-15,32
20022003,"Claude Lapointe","Lapointe","Claude",13,"NYI, PHI","C","L","1968-10-11","Lachine","CAN","QC","CAN",69,188,1988,12,234,80,8,8,16,2,36
20032004,"Claude Lapointe","Lapointe","Claude",13,"PHI","C","L","1968-10-11","Lachine","CAN","QC","CAN",69,188,1988,12,234,42,5,3,8,2,32
20022003,"Martin Lapointe","Lapointe","Martin",28,"BOS","R","R","1973-09-12","VilleStPierre","CAN","QC","CAN",71,215,1991,1,10,59,8,10,18,-19,87
20032004,"Martin Lapointe","Lapointe","Martin",28,"BOS","R","R","1973-09-12","VilleStPierre","CAN","QC","CAN",71,215,1991,1,10,78,15,10,25,-5,67
20052006,"Martin Lapointe","Lapointe","Martin",28,"CHI","R","R","1973-09-12","VilleStPierre","CAN","QC","CAN",71,215,1991,1,10,82,14,17,31,-30,106
20062007,"Martin Lapointe","Lapointe","Martin",28,"CHI","R","R","1973-09-12","VilleStPierre","CAN","QC","CAN",71,215,1991,1,10,82,13,11,24,-14,98
